id,name,reference_name,lowest_binding_energy,cluster_label,best_pose,conformation_id,conformation_name
2,complex_1,complex_2,-20.7564,E,complex_2/results/cluster_E.pdb,3,complex_1
2,complex_1,complex_2,-30.7939,A,complex_2/results/cluster_A.pdb,4,complex_1
2,complex_1,complex_2,-20.2374,C,complex_2/results/cluster_C.pdb,5,complex_1
2,complex_1,complex_2,-17.9539,B,complex_2/results/cluster_B.pdb,6,complex_1
2,complex_1,complex_2,-23.3117,D,complex_2/results/cluster_D.pdb,7,complex_1
