data,topology,topology_id,topology_name,conformation_id,conformation_name
/dataweb/user_files/mmunicoy/ifr/FraCm2__MHET/complex_1_3.pdb,1_topology_extractor/complexes/complex_1.pdb,1,complex_1,1,complex_1
