#cluster size degeneracy contacts threshold density metric
48 8 0 2.50 1.7500 1.0 -
49 13 0 2.67 1.7500 1.0 -
50 6 0 2.33 1.7500 1.0 -
51 4 0 1.67 1.7500 1.0 -
52 11 0 1.67 1.7500 1.0 -
53 5 0 1.33 1.7500 1.0 -
54 13 0 1.50 1.7500 1.0 -
55 7 0 1.83 1.7500 1.0 -
56 10 0 1.67 1.7500 1.0 -
57 6 0 2.50 1.7500 1.0 -
58 5 0 2.00 1.7500 1.0 -
59 6 0 1.50 1.7500 1.0 -
60 5 0 2.00 1.7500 1.0 -
61 9 0 1.83 1.7500 1.0 -
62 4 0 1.67 1.7500 1.0 -
63 14 0 1.50 1.7500 1.0 -
64 9 0 1.33 1.7500 1.0 -
65 12 0 1.67 1.7500 1.0 -
66 20 0 1.00 2.5000 1.0 -
67 7 0 1.17 1.7500 1.0 -
68 7 0 1.83 1.7500 1.0 -
69 5 0 1.67 1.7500 1.0 -
70 4 0 1.17 1.7500 1.0 -
71 4 0 1.83 1.7500 1.0 -
72 6 0 1.83 1.7500 1.0 -
73 4 0 1.50 1.7500 1.0 -
74 3 0 1.67 1.7500 1.0 -
75 4 0 2.83 1.7500 1.0 -
76 19 0 2.83 1.7500 1.0 -
77 9 0 2.17 1.7500 1.0 -
78 22 0 2.17 1.7500 1.0 -
79 14 0 2.00 1.7500 1.0 -
80 4 0 1.50 1.7500 1.0 -
81 4 0 1.00 2.5000 1.0 -
82 4 0 2.33 1.7500 1.0 -
83 5 0 2.33 1.7500 1.0 -
84 10 0 2.50 1.7500 1.0 -
85 4 0 1.33 1.7500 1.0 -
86 5 0 2.17 1.7500 1.0 -
87 11 0 1.50 1.7500 1.0 -
88 10 0 1.50 1.7500 1.0 -
89 5 0 1.67 1.7500 1.0 -
90 5 0 1.17 1.7500 1.0 -
91 7 0 1.33 1.7500 1.0 -
92 11 0 2.33 1.7500 1.0 -
93 35 0 0.50 4.0000 1.0 -
94 4 0 1.17 1.7500 1.0 -
95 3 1 2.00 1.7500 1.0 -
96 4 0 1.33 1.7500 1.0 -
97 5 0 1.50 1.7500 1.0 -
98 19 0 1.00 2.5000 1.0 -
99 4 0 2.17 1.7500 1.0 -
100 4 0 1.83 1.7500 1.0 -
101 4 0 1.67 1.7500 1.0 -
102 9 0 2.17 1.7500 1.0 -
103 5 0 2.17 1.7500 1.0 -
104 5 0 2.33 1.7500 1.0 -
105 4 0 2.67 1.7500 1.0 -
106 5 0 2.67 1.7500 1.0 -
107 4 0 1.67 1.7500 1.0 -
108 5 0 2.00 1.7500 1.0 -
109 6 0 1.50 1.7500 1.0 -
110 4 0 2.17 1.7500 1.0 -
111 4 0 3.00 1.7500 1.0 -
112 3 1 2.00 1.7500 1.0 -
113 7 0 1.17 1.7500 1.0 -
114 5 0 1.00 2.5000 1.0 -
115 3 1 1.67 1.7500 1.0 -
116 5 0 2.00 1.7500 1.0 -
117 5 0 3.00 1.7500 1.0 -
118 4 0 2.00 1.7500 1.0 -
119 4 0 2.33 1.7500 1.0 -
120 3 1 1.67 1.7500 1.0 -
121 5 0 1.50 1.7500 1.0 -
122 3 1 2.00 1.7500 1.0 -
123 4 0 2.50 1.7500 1.0 -
124 3 1 1.67 1.7500 1.0 -
125 4 0 1.00 2.5000 1.0 -
126 3 1 1.67 1.7500 1.0 -
127 3 1 1.67 1.7500 1.0 -
128 3 1 2.33 1.7500 1.0 -
129 5 0 2.50 1.7500 1.0 -
130 4 0 2.50 1.7500 1.0 -
131 3 0 2.67 1.7500 1.0 -
132 3 0 2.17 1.7500 1.0 -
133 3 0 1.67 1.7500 1.0 -
134 6 0 1.33 1.7500 1.0 -
135 3 1 2.33 1.7500 1.0 -
136 4 0 2.50 1.7500 1.0 -
137 8 0 2.50 1.7500 1.0 -
138 6 0 1.67 1.7500 1.0 -
139 4 0 2.17 1.7500 1.0 -
140 3 0 1.83 1.7500 1.0 -
141 7 0 1.67 1.7500 1.0 -
142 5 0 0.83 2.5000 1.0 -
143 3 0 2.00 1.7500 1.0 -
144 3 0 1.33 1.7500 1.0 -
145 3 0 1.17 1.7500 1.0 -
146 4 0 1.83 1.7500 1.0 -
147 1 2 1.00 2.5000 1.0 -
148 1 2 2.67 1.7500 1.0 -
149 2 1 1.00 2.5000 1.0 -
